stim,sent,race,glasses,tattoos,trust,trust_2nd,afro,zAfro,attract,fWHR,zfWHR,maturity,DCNum,DCNum_MatchedControl
368,1,1,1,0,2.206897,2.034483,1.285714,-0.999977,2.105263,1.884116,-0.361754,6.909091,220267,220267
369,1,1,0,0,3.413793,2.862069,1.761905,-0.328625,2.315789,1.578785,-2.033482,7.318182,226426,226426
370,1,1,1,0,2.586207,2.862069,1.285714,-0.999977,1.894737,1.693681,-1.404408,7,256512,256512
371,1,1,1,0,2.172414,2.310345,1.333333,-0.932842,2.368421,1.929324,-0.114232,7.045455,282008,282008
372,1,1,0,0,2,2.37931,1.285714,-0.999977,2.157895,1.728423,-1.214192,6.136364,287224,287224
373,1,1,0,0,3.206897,3,1.190476,-1.134248,2,2.108592,0.867282,5.818182,288500,288500
374,1,1,0,0,3.310345,2.793103,1.47619,-0.731437,2,1.890223,-0.328319,5.181818,291140,291140
375,1,1,0,0,2.206897,2.310345,2.095238,0.141321,1.842105,2.094203,0.788499,5.863636,301898,301898
376,1,1,0,0,2.931034,2.62069,1.190476,-1.134248,1.526316,2.013709,0.347782,4.954545,309066,309066
377,1,1,0,0,3.034483,2.689655,1.428571,-0.798572,2.368421,1.499115,-2.469683,6.318182,311509,311509
378,1,1,0,0,3.793103,3.344828,1.047619,-1.335653,1.842105,2.055588,0.577079,4.590909,313067,313067
379,1,1,1,0,2.931034,3.137931,1.666667,-0.462896,1.526316,1.648728,-1.650533,7.136364,321031,321031
380,1,1,0,0,1.862069,2.310345,1.666667,-0.462896,1.368421,1.843366,-0.584866,6.5,322534,322534
381,1,1,0,0,3,3.172414,1.333333,-0.932842,2.736842,1.783596,-0.912115,7.136364,324170,324170
382,1,1,0,0,3.103448,2.965517,1.857143,-0.194355,1.684211,1.799007,-0.827734,6.636364,324342,324342
383,1,1,0,0,2.206897,2.37931,1.52381,-0.664301,1.736842,2.012669,0.34209,6.454545,335421,335421
384,1,1,0,0,1.965517,2.137931,1.285714,-0.999977,1.526316,1.626709,-1.771089,6.545455,349878,349878
385,1,1,0,0,2.758621,2.517241,1.285714,-0.999977,1.842105,2.035359,0.466319,5.909091,351997,351997
386,1,1,1,0,3.241379,2.724138,1.190476,-1.134248,2.578947,1.906205,-0.240814,6.954545,356054,356054
387,1,1,0,0,2,2.310345,1.809524,-0.26149,1.578947,2.05065,0.550043,6,358986,358986
388,1,1,0,0,2.068966,2.310345,1.952381,-0.060085,1.578947,1.912028,-0.208933,5.636364,375690,375690
389,1,1,0,0,2.241379,2.413793,1.142857,-1.201383,1.473684,1.775395,-0.957013,6.181818,379799,379799
390,1,1,0,0,1.758621,2.344828,2.761905,1.081213,1.578947,1.991523,0.226313,6.045455,391485,391485
391,1,1,0,0,2.517241,2.827586,3.190476,1.68543,1.789474,2.046136,0.525328,5.227273,406677,406677
392,1,1,0,0,1.931034,2.172414,1.238095,-1.067112,1.631579,1.942713,-0.040928,6.318182,442564,442564
393,1,1,0,0,3.931034,3.62069,2.095238,0.141321,2,1.619688,-1.809533,4.863636,445903,445903
394,1,1,0,0,2.206897,2.724138,1.190476,-1.134248,1.894737,1.904605,-0.249572,6.181818,445904,445904
395,1,1,1,0,3.37931,3.103448,2.619048,0.879808,1.631579,1.915913,-0.187664,6.227273,450307,450307
396,1,1,0,0,3.310345,3,1.238095,-1.067112,1.684211,1.958554,0.045803,5.363636,461776,461776
397,1,1,1,0,2.586207,2.37931,1.571429,-0.597166,1.736842,1.883884,-0.363025,7.318182,479701,479701
398,1,1,0,0,2.586207,2.482759,1.380952,-0.865707,1.947368,1.961569,0.062309,5.590909,479774,479774
399,1,1,0,0,3.448276,3.103448,1.285714,-0.999977,1.368421,2.15138,1.10155,6.090909,482053,482053
400,0,1,0,0,3,2.827586,2.47619,0.678402,2.631579,1.779595,-0.934018,4.409091,169307,354952
401,0,1,0,0,1.862069,3.37931,1.47619,-0.731437,2.052632,1.941783,-0.046021,6.545455,169711,52575
402,0,1,0,0,4,3.62069,1.47619,-0.731437,1.526316,1.57648,-2.046101,7.090909,181829,86447
403,0,1,0,1,3.241379,2.931034,1.238095,-1.067112,1.368421,1.859384,-0.497165,6.545455,181925,105168
404,0,1,0,0,2.206897,2.137931,2.904762,1.282619,1.578947,2.236607,1.56818,5.227273,184939,105619
405,0,1,0,0,3.413793,3.206897,1.904762,-0.12722,1.947368,1.93794,-0.067063,6.318182,185455,303636
406,0,1,0,0,2.689655,2.241379,4.047619,2.893863,1.894737,2.026957,0.420316,5.272727,186087,804453
407,0,1,0,0,5.206897,2.793103,1,-1.402788,2.105263,1.588462,-1.980499,7.5,187288,R28641
408,0,1,1,0,3.275862,2.344828,1.238095,-1.067112,1.736842,1.945932,-0.023304,3.590909,190763,994455
409,0,1,0,0,2.068966,2.62069,2.428571,0.611267,1.526316,1.923611,-0.145513,6.772727,191168,166966
410,0,1,0,0,2.310345,2.103448,6.142857,5.84781,2.789474,2.083127,0.727854,5.863636,192944,S02515
411,0,1,0,0,1.931034,3.068966,2.714286,1.014078,2.842105,1.742652,-1.136285,5.409091,194355,513215
412,0,1,0,0,2.931034,2.689655,4.47619,3.498079,1.789474,2.076828,0.693371,4.863636,194410,96510
413,0,1,0,0,2.758621,2.551724,1.666667,-0.462896,1.894737,1.599567,-1.919695,5.772727,195297,94783
414,0,1,0,0,3.517241,2.896552,3,1.416889,2.789474,2.050461,0.549005,4.363636,199141,105870
415,0,1,1,0,3.586207,3.137931,2.095238,0.141321,1.684211,1.901727,-0.265329,5.681818,199193,72492
416,0,1,0,0,2.482759,2.62069,1.904762,-0.12722,2.052632,1.719498,-1.26306,6.409091,210235,J53887
417,0,1,0,0,5.137931,3.241379,1.095238,-1.268518,2,1.601894,-1.906955,4.090909,216317,813612
418,0,1,0,0,3.482759,3.275862,1.380952,-0.865707,2.157895,1.801282,-0.81528,7.090909,217290,Y02938
419,0,1,1,0,3.689655,2,1.190476,-1.134248,2.5,1.660328,-1.58702,7.272727,237271,59394
420,0,1,0,0,2.827586,3.310345,1.285714,-0.999977,2.083333,1.62654,-1.772014,5.909091,238402,646124
421,0,1,0,0,2.275862,3.034483,1.333333,-0.932842,1.958333,1.693122,-1.407472,6.136364,242444,124330
422,0,1,0,0,2.206897,2.137931,1.571429,-0.597166,1.958333,1.936782,-0.073403,5.909091,245917,987180
423,0,1,0,0,2.137931,3.37931,1.285714,-0.999977,2.166667,1.651515,-1.635273,7.227273,251322,X48129
424,0,1,1,0,3.206897,3.551724,1.380952,-0.865707,2.25,1.829365,-0.661522,6.227273,265992,393409
425,0,1,0,0,3.448276,2.724138,1.619048,-0.530031,2.333333,1.631648,-1.744048,6.136364,268945,J52405
426,0,1,0,0,2.551724,2.517241,1.142857,-1.201383,2.333333,1.924784,-0.139094,6.454545,295638,U10810
427,0,1,0,0,2.172414,3.034483,1.380952,-0.865707,2.041667,1.656283,-1.609169,6.363636,297093,118061
428,0,1,0,0,2.137931,2.931034,1.52381,-0.664301,2.541667,1.89652,-0.293839,5.909091,331225,243749
429,0,1,0,0,2.241379,2.827586,1.714286,-0.395761,2.625,1.855668,-0.517509,6.772727,353249,265992
430,0,1,1,0,2.827586,3.241379,1.857143,-0.194355,1.583333,2.259091,1.691282,5.818182,357061,917170
431,0,1,0,0,2.172414,2.689655,2.142857,0.208456,1.916667,1.93617,-0.07675,6.909091,383826,235126
432,0,1,0,0,4,2.37931,1.619048,-0.530031,2.083333,1.658022,-1.599647,7.227273,393540,168873
433,1,-1,1,0,3.769231,3.928571,4.631579,-2.061004,1.733333,1.81968,-1.231754,4,472846,472846
434,1,-1,0,0,3.269231,3.142857,6.842105,1.239992,1.533333,2.129608,0.401424,3.857143,490606,490606
435,1,-1,0,0,2.923077,2.285714,6.421053,0.611231,1.733333,1.987821,-0.345731,4.714286,490989,490989
436,1,-1,0,0,3.153846,2.714286,6.052632,0.061065,2.666667,1.954847,-0.519484,4.904762,516349,516349
437,1,-1,0,0,3.576923,2.857143,6.684211,1.004207,2.466667,2.009382,-0.232114,3.952381,535168,535168
438,1,-1,0,0,3.576923,3.321429,6.368421,0.532636,2.4,1.897503,-0.821664,5.52381,550026,550026
439,1,-1,0,0,2.961538,2.571429,6.368421,0.532636,1.933333,2.200952,0.777378,4.619048,573461,573461
440,1,-1,0,0,3.115385,2.857143,6.315789,0.454041,1.8,1.993342,-0.316635,4.142857,582127,582127
441,1,-1,0,0,3.923077,3.214286,6.105263,0.13966,2.466667,2.265396,1.116966,5.190476,645118,645118
442,1,-1,0,0,3.307692,2.821429,6.157895,0.218255,3.066667,2.238414,0.974782,4.47619,648254,648254
443,1,-1,1,0,4.115385,3.892857,5.842105,-0.253316,1.466667,2.075835,0.118063,4.666667,649748,649748
444,1,-1,0,0,2.769231,2.321429,5.947368,-0.096125,1.933333,2.354099,1.584391,5.095238,693504,693504
445,1,-1,1,0,3.653846,3.035714,6.684211,1.004207,2.4,2.071895,0.097306,4.571429,699349,699349
446,1,-1,0,0,2.692308,2.678571,6.157895,0.218255,2.266667,2.172831,0.62919,5.571429,699893,699893
447,1,-1,1,0,3.423077,2.857143,5.315789,-1.039267,4.2,1.88204,-0.903146,4,707742,707742
448,1,-1,0,0,2.807692,2.071429,6.210526,0.29685,1.733333,2.350369,1.564739,4,709795,709795
449,1,-1,1,0,3.153846,2.928571,6.842105,1.239992,1.533333,2.517544,2.445673,4.619048,751166,751166
450,1,-1,0,0,2.807692,2.357143,6.315789,0.454041,1.933333,2.283422,1.211958,4.666667,764970,764970
451,1,-1,1,0,3.576923,3.392857,6.526316,0.768421,2,1.993521,-0.315693,4.904762,789049,789049
452,1,-1,0,0,3.653846,3.071429,7.157895,1.711563,2.733333,1.919748,-0.704443,4.619048,910610,910610
453,1,-1,0,0,3.307692,2.785714,6.789474,1.161397,1.866667,2.029135,-0.128021,4.285714,962032,962032
454,0,-1,0,0,3.692308,2.821429,6.157895,0.218255,3.066667,1.956312,-0.511769,5.380952,677952,193504
455,0,-1,0,0,2.576923,2.857143,6,-0.01753,1.866667,2.254464,1.059362,5,704007,89862
456,0,-1,0,0,3.538462,3.642857,6.421053,0.611231,2.2,2.305504,1.328317,4.285714,706877,71508
457,0,-1,1,0,4.692308,3.107143,6.368421,0.532636,3.333333,2.015349,-0.200671,3.47619,707264,37515
458,0,-1,0,0,3.615385,3.107143,6.105263,0.13966,1.666667,1.769141,-1.498075,4.095238,710461,540231
459,0,-1,0,0,2.846154,2.892857,6.684211,1.004207,2.066667,2.135436,0.432135,3.904762,714362,326848
460,0,-1,0,0,3.230769,2.464286,6.631579,0.925611,1.933333,1.865046,-0.992696,4.571429,735432,M17486
461,0,-1,0,0,3.423077,2.535714,6.263158,0.375446,2.133333,1.785895,-1.40979,5.761905,749319,189260
462,0,-1,0,0,3.615385,2.678571,6.421053,0.611231,2.466667,2.080394,0.142089,4.047619,749537,84224
463,0,-1,0,0,3.384615,2.285714,5.631579,-0.567696,3.2,1.831249,-1.170794,5.380952,778570,291281
464,0,-1,0,0,3.538462,2.642857,6.578947,0.847016,2.266667,2.16612,0.593827,4.190476,818055,297995
465,0,-1,0,0,3.153846,2.75,6.421053,0.611231,2.133333,2.162036,0.572304,5.428571,828892,74562
466,0,-1,0,0,3.192308,2.357143,6.315789,0.454041,3.333333,1.727132,-1.719444,6.52381,840004,138861
467,0,-1,0,0,3.346154,3.142857,6.894737,1.318587,1.6,2.051806,-0.008555,5.761905,867375,813148
468,0,-1,0,0,3.384615,3.535714,6.736842,1.082802,2.2,2.224924,0.903696,3.761905,892880,181335
469,0,-1,0,0,3.192308,2.464286,6.210526,0.29685,2.133333,2.208333,0.816272,3.428571,899391,715473
470,0,-1,0,0,2.307692,3.285714,5.631579,-0.567696,2.666667,2.327273,1.44303,3.238095,962609,129325
471,0,-1,0,0,3.807692,3,5.736842,-0.410506,3.6,1.862637,-1.00539,4.571429,981420,567735
472,0,-1,0,0,3.192308,3,6.105263,0.13966,2.2,2.085221,0.167524,3.904762,B10895,482636
473,0,-1,0,0,2.846154,3.178571,6.157895,0.218255,2.533333,2.124629,0.375186,3.952381,C00076,77750
474,0,-1,0,0,3.461538,2.821429,5.368421,-0.960672,2.466667,2.444444,2.060472,3.095238,C04685,809075
475,1,1,1,0,2.653846,2.821429,1.894737,-0.141354,2.583333,2,0.272726,6,482638,482638
476,1,1,0,0,3.230769,2.857143,1.947368,-0.067152,2.708333,2.15735,1.134237,5.666667,494041,494041
477,1,1,0,0,3.076923,3,1.894737,-0.141354,2.666667,1.987013,0.20162,4.809524,500914,500914
478,1,1,1,0,3.038462,2.607143,1.842105,-0.215556,1.958333,1.770884,-0.981712,6.904762,504430,504430
479,1,1,1,0,2.653846,2.607143,1.631579,-0.512364,2.291667,2.055232,0.575126,5.428571,512579,512579
480,1,1,1,0,4.076923,3.357143,1.842105,-0.215556,2.833333,1.87386,-0.417908,5.619048,519220,519220
481,1,1,0,0,2.653846,2.928571,1.947368,-0.067152,2.541667,2.065621,0.632008,5.666667,541170,541170
482,1,1,0,0,3.115385,3.357143,1.736842,-0.36396,2.166667,1.996664,0.254462,5.857143,554000,554000
483,1,1,0,0,2.653846,1.964286,2.736842,1.045879,2.083333,2,0.272726,5.428571,567668,567668
484,1,1,0,0,2.346154,2.428571,2.157895,0.229657,3.041667,1.745666,-1.119787,5.714286,572349,572349
485,1,1,0,0,2.230769,2.857143,1.736842,-0.36396,2.333333,1.804905,-0.795444,6.095238,588873,588873
486,1,1,0,0,2.923077,3.214286,1.842105,-0.215556,3.208333,2.25942,1.693085,4.380952,610979,610979
487,1,1,0,0,2.807692,2.464286,2,0.00705,2.166667,2.063538,0.620603,5.857143,616550,616550
488,1,1,0,0,3.038462,2.785714,2,0.00705,3.083333,1.847561,-0.561897,6.904762,639131,639131
489,1,1,1,0,3.307692,3.392857,2,0.00705,2.583333,1.932883,-0.094749,5.666667,640779,640779
490,1,1,0,0,2.846154,2.642857,1.631579,-0.512364,2.916667,2.22563,1.50808,5.904762,648711,648711
491,1,1,0,0,3.307692,3,1.789474,-0.289758,2.666667,1.777426,-0.945894,6,664697,664697
492,1,1,1,1,2.615385,2.178571,3.210526,1.713697,2.75,2.370734,2.302542,4.571429,668630,668630
493,1,1,0,0,2.769231,2.785714,1.947368,-0.067152,1.916667,2.093277,0.783427,5.428571,684135,684135
494,1,1,0,0,2.884615,2.75,2.157895,0.229657,2.5,2.002703,0.287524,5.47619,713735,713735
495,1,1,0,0,2.692308,2.464286,1.894737,-0.141354,1.541667,1.897204,-0.290094,6.095238,716927,716927
496,1,1,0,0,2.692308,2.642857,2.421053,0.600667,2.291667,1.986667,0.199724,5.904762,721097,721097
497,1,1,0,0,2.769231,2.75,1.842105,-0.215556,2.291667,2.043987,0.513562,5.380952,721842,721842
498,1,1,0,0,2.230769,2.357143,1.736842,-0.36396,2.791667,1.916226,-0.185949,6.095238,726848,726848
499,1,1,0,0,3.346154,3.392857,1.947368,-0.067152,2.875,2.010965,0.33276,5.047619,729185,729185
500,1,1,0,0,2.615385,2.678571,1.894737,-0.141354,2.125,1.823219,-0.695174,6.238095,749768,749768
501,1,1,0,0,2.5,2.214286,2.052632,0.081252,2.666667,2.023065,0.399012,4.380952,752320,752320
502,1,1,1,0,2.730769,2.75,2.526316,0.749071,1.916667,2.026671,0.418755,6,763722,763722
503,1,1,0,0,2.923077,2.714286,2.526316,0.749071,1.833333,1.992327,0.230717,4.857143,768915,768915
504,1,1,0,0,3.115385,2.714286,2.052632,0.081252,2.083333,1.80243,-0.808997,5.333333,801152,801152
505,1,1,0,0,2.846154,2.821429,1.894737,-0.141354,1.791667,1.840126,-0.602604,4.428571,812974,812974
506,1,1,0,0,2.692308,2.392857,2.368421,0.526465,1.666667,1.874511,-0.414343,6.761905,890793,890793
507,1,1,0,0,2.653846,2.25,1.578947,-0.586566,1.416667,2.20641,1.402848,5.047619,898522,898522
508,0,1,0,0,3.230769,3.25,2.210526,0.303859,2,1.86663,-0.457494,5.380952,419632,97000
509,0,1,0,0,2.384615,3.357143,3.052632,1.491091,1.625,1.763636,-1.021395,6.761905,433395,185243
510,0,1,0,0,2.5,3.571429,1.631579,-0.512364,1.625,2.203093,1.384684,5.333333,464128,94260
511,0,1,1,0,3.230769,2.892857,1.631579,-0.512364,2.166667,1.862414,-0.480575,7.190476,467583,13568
512,0,1,0,0,3.346154,2.214286,2.526316,0.749071,2.041667,1.974929,0.135458,6.190476,474101,106047
513,0,1,0,0,3.384615,2.428571,2.631579,0.897475,2.416667,1.801438,-0.814424,6,475052,128087
514,0,1,0,0,2.769231,1.892857,1.894737,-0.141354,1.458333,2.132035,0.995632,5.904762,476234,E03861
515,0,1,0,0,2.5,2.75,2.684211,0.971677,2.916667,1.560026,-2.136188,5.904762,479916,82603
516,0,1,0,0,2.846154,2.821429,2.368421,0.526465,1.708333,1.784756,-0.905762,6.190476,481082,R04590
517,0,1,0,0,2.769231,2.785714,1.947368,-0.067152,2.166667,1.955378,0.028415,6.761905,489677,962215
518,0,1,1,0,2.461538,2.5,1.631579,-0.512364,1.875,2.125878,0.961924,5.428571,494938,97358
519,0,1,0,0,3,2.178571,1.947368,-0.067152,2.083333,2.362237,2.256018,5.857143,501831,D20222
520,0,1,0,0,3.5,2.392857,2.157895,0.229657,2.333333,1.735998,-1.172717,5.857143,507173,T34721
521,0,1,1,0,3.153846,2.285714,1.631579,-0.512364,3.375,1.92702,-0.126849,6.666667,525414,31072
522,0,1,0,0,2.961538,3.321429,1.842105,-0.215556,2.041667,2.044767,0.51783,5.285714,535665,105889
523,0,1,0,0,3,2.571429,2,0.00705,1.75,2.016955,0.365558,3.619048,537539,235687
524,0,1,0,0,2.807692,2.857143,1.684211,-0.438162,2,1.931818,-0.100578,6.238095,538979,124153
525,0,1,0,0,3.076923,2.214286,1.842105,-0.215556,2.25,1.886119,-0.350789,6.904762,561314,J18821
526,0,1,0,0,2.038462,4.357143,2.052632,0.081252,3.041667,1.923344,-0.146978,6.809524,568570,216317
527,0,1,0,0,3.346154,2.75,1.947368,-0.067152,1.75,1.824675,-0.687199,5.904762,578220,571177
528,0,1,0,0,2.615385,4.464286,1.842105,-0.215556,2,2.176779,1.240611,5.952381,580812,181895
529,0,1,0,0,3.692308,2.571429,2,0.00705,2.416667,2.132083,0.995899,5.904762,601137,929924
530,0,1,0,0,2.961538,2.642857,1.947368,-0.067152,2.791667,2.042875,0.507471,5.904762,612063,64623
531,0,1,0,0,2.153846,2.75,2.842105,1.194283,1.833333,2.127497,0.970789,4.904762,615791,167511
532,0,1,0,0,3.346154,2.785714,2.473684,0.674869,3.125,1.873331,-0.420803,5.571429,671759,92931
533,0,1,0,0,3.038462,2.857143,2,0.00705,1.458333,2.222782,1.492487,5.095238,693198,135271
534,0,1,0,0,2.692308,4.321429,1.684211,-0.438162,2.041667,1.905745,-0.243329,6.095238,695895,103964
535,0,1,0,0,3.153846,2.678571,2.157895,0.229657,2.041667,1.673041,-1.517417,5.857143,698386,132571
536,0,1,0,0,3.115385,2.642857,4.473684,3.494546,1.416667,2.130468,0.987053,4.47619,706963,169307
537,0,1,0,0,2.846154,2.392857,3,1.416889,2.25,1.718087,-1.270785,6.190476,721819,963022
538,0,1,0,0,2.807692,2.821429,2.315789,0.452263,1.625,2.315694,2.001192,5.380952,722741,P08260
539,0,1,0,0,3.615385,2.785714,1.947368,-0.067152,1.833333,2.12375,0.950273,5.333333,745804,38270
540,0,1,0,0,3.692308,2.392857,1.789474,-0.289758,2.416667,1.966486,0.089235,4.761905,763164,781351
541,1,-1,0,0,2.8,2.83871,6.545455,0.797001,1.8,2.291315,1.253549,5.6,973885,973885
542,1,-1,0,0,2.866667,2.645161,6.681818,1.000634,1.733333,1.965375,-0.464009,5.7,977097,977097
543,1,-1,0,0,2.533333,2.290323,6.5,0.729124,2.733333,2.191509,0.727618,6.1,990054,990054
544,1,-1,1,0,3.733333,3.387097,6.727273,1.068512,1.666667,2.370595,1.671316,3.9,992634,992634
545,1,-1,0,0,3.233333,2.451613,5.318182,-1.035694,2,2.154957,0.535003,5.4,996584,996584
546,1,-1,0,0,3.133333,2.806452,6.409091,0.593368,2.666667,1.991179,-0.328031,3.75,D30662,D30662
547,1,-1,0,0,2.933333,2.387097,6.727273,1.068512,1.722222,2.050967,-0.012978,4.15,E34418,E34418
548,1,-1,0,0,2.766667,2.193548,6.954545,1.4079,1.666667,2.155675,0.538787,5.25,H10118,H10118
549,1,-1,1,0,3.966667,3.806452,6.5,0.729124,2.222222,1.879146,-0.918399,6.55,H12548,H12548
550,1,-1,0,0,3.566667,2.741935,7,1.475777,2.722222,2.215837,0.855811,4.2,H13715,H13715
551,1,-1,0,0,3.7,3.322581,6.636364,0.932756,2.666667,2.180345,0.668786,4.65,H27248,H27248
552,1,-1,0,0,2.133333,2.419355,6.136364,0.186103,1.555556,2.130435,0.405782,4.6,J01369,J01369
553,1,-1,0,0,2.9,2.387097,6.090909,0.118225,2.333333,2.247523,1.022785,4.45,J03479,J03479
554,1,-1,0,0,2.7,2.322581,6.636364,0.932756,3.388889,2.076114,0.119537,5.6,J08118,J08118
555,1,-1,0,0,2.8,2.354839,6.363636,0.525491,2.388889,1.927736,-0.66235,4.75,J18546,J18546
556,1,-1,0,0,3.033333,2.516129,6.181818,0.25398,1.555556,2.333165,1.474081,5.1,J19087,J19087
557,1,-1,0,0,3.1,3.387097,6.409091,0.593368,2.722222,2.112391,0.3107,4.85,J25731,J25731
558,1,-1,0,0,2.733333,2.387097,4.772727,-1.850226,1.833333,2.396148,1.805971,4.45,J29603,J29603
559,1,-1,0,0,3.266667,2.967742,6.090909,0.118225,2.5,2.013976,-0.207902,4.05,J29642,J29642
560,1,-1,1,0,4,3.677419,5.545455,-0.696306,2.722222,1.794487,-1.36451,5,J30192,J30192
561,1,-1,0,0,3.066667,2.870968,6.636364,0.932756,2.611111,2.159324,0.558014,4,J40512,J40512
562,0,-1,0,0,2.933333,3.064516,7.045455,1.543655,1.722222,2.055382,0.010285,4.3,C05253,704007
563,0,-1,0,0,2.833333,2.419355,5.954545,-0.085408,1.888889,2.251412,1.04328,5.05,D37377,V03090
564,0,-1,0,0,3.433333,2.741935,6.454545,0.661246,2.611111,1.888506,-0.869075,3.85,E29738,710461
565,0,-1,0,0,2.966667,2.709677,6.454545,0.661246,1.944444,2.008475,-0.236894,4.95,I05362,262009
566,0,-1,0,0,3.433333,3.419355,7.136364,1.67941,1.944444,2.239115,0.978476,3.8,J19143,314377
567,0,-1,0,0,3.2,2.096774,6.454545,0.661246,2.555556,1.901316,-0.801572,5.9,J31101,D37377
568,0,-1,0,0,3.233333,2.806452,6.727273,1.068512,2.222222,2.241908,0.993197,5.2,J33262,N23941
569,0,-1,0,0,3.1,2.451613,6.863636,1.272144,2.111111,2.319492,1.402026,3.5,J42039,C00076
570,0,-1,0,0,3.733333,3.322581,6.818182,1.204267,2.444444,2.305648,1.329076,3.8,J44578,205901
571,0,-1,0,0,3,2.83871,6.681818,1.000634,2.277778,2.053259,-0.000899,4.15,J46718,X12105
572,0,-1,0,0,3.333333,2.064516,5.090909,-1.375082,1.722222,2.126609,0.385619,4.45,K08941, T20383
573,0,-1,0,0,2.433333,2.516129,6.636364,0.932756,2.222222,1.966292,-0.459176,5.9,L23877,M05380
574,0,-1,1,1,3.6,3.225806,6.136364,0.186103,1.833333,2.280769,1.197977,3.9,L60155,L60155
575,0,-1,0,0,2.9,2.322581,4.909091,-1.646593,2.222222,2.092995,0.208492,6.8,L93141,46920
576,0,-1,0,0,2.966667,2.741935,6.954545,1.4079,2.777778,1.979452,-0.389829,4.05,L93999,T45536
577,0,-1,0,0,2.966667,2.83871,6.090909,0.118225,2.055556,2.396796,1.809385,4.55,M05380,139748
578,0,-1,0,0,3.266667,2.516129,5.772727,-0.356918,1.333333,1.686917,-1.93136,5.65,M09499,X39530
579,0,-1,0,0,3.1,2.580645,7.090909,1.611533,2.944444,2.271852,1.150986,4.85,M11269,781113
580,0,-1,0,0,2.833333,3.096774,6.772727,1.136389,1.944444,1.929487,-0.653122,6.15,M12748,148425
581,0,-1,0,0,2.9,2.741935,6.954545,1.4079,2.055556,2.265686,1.118497,5.1,M22617,80261
582,0,-1,0,0,4.266667,2.612903,6,-0.01753,2.222222,1.86528,-0.991463,6.2,M78270,P46935
583,1,1,1,0,2.966667,2.483871,1.727273,-0.377451,2.5,2.051567,0.555063,6.2,899500,899500
584,1,1,1,0,3.366667,2.548387,1.863636,-0.1852,2.708333,2.027397,0.422729,5.05,905288,905288
585,1,1,1,0,2.733333,2.290323,1.409091,-0.826036,1.583333,2.047119,0.530711,6.35,911193,911193
586,1,1,0,0,2.3,2,1.590909,-0.569702,2.166667,1.752769,-1.080898,6.85,914949,914949
587,1,1,0,0,2.7,2.193548,1.363636,-0.89012,1.583333,2.230173,1.532953,6.95,927442,927442
588,1,1,0,0,2.8,2.193548,2.045455,0.071134,1.75,2.272096,1.762488,6.45,936283,936283
589,1,1,0,0,2.8,2.064516,2,0.00705,2.375,1.851111,-0.54246,6.7,941687,941687
590,1,1,1,0,2.433333,1.870968,1.5,-0.697869,2,2.06338,0.619741,6.5,969121,969121
591,1,1,0,0,3.866667,2.903226,1.863636,-0.1852,1.833333,2.027973,0.425884,4.7,989102,989102
592,1,1,0,0,2.533333,2.193548,1.954545,-0.057033,2,2.054674,0.572072,5.55,991988,991988
593,1,1,0,0,2.6,2.096774,2.409091,0.583803,2,1.767606,-0.999663,6.2,D35843,D35843
594,1,1,1,0,2.466667,1.709677,1.727273,-0.377451,2.208333,2.323917,2.046213,6.25,D40377,D40377
595,1,1,0,0,4.033333,3.096774,2.227273,0.327468,1.708333,2.112958,0.891185,4.8,E02957,E02957
596,1,1,0,0,3.266667,2.419355,1.545455,-0.633785,1.958333,1.917929,-0.176622,6.6,E08942,E08942
597,1,1,0,0,3.033333,2.290323,1.727273,-0.377451,1.625,1.785826,-0.899906,6.45,E11617,E11617
598,1,1,0,0,3.166667,2.516129,1.772727,-0.313367,1.791667,2.227887,1.520438,4.05,E20773,E20773
599,1,1,0,0,3.333333,2.193548,1.590909,-0.569702,2.375,2.369231,2.294311,5.55,H06832,H06832
600,1,1,0,0,2.866667,2.322581,2.318182,0.455635,3.375,2.068966,0.650321,5.85,H17413,H17413
601,1,1,0,0,4.066667,3.290323,1.545455,-0.633785,1.666667,1.872399,-0.425908,4.15,H23012,H23012
602,1,1,0,0,3.033333,2.129032,2.590909,0.840137,2.125,2.08168,0.719934,6.6,J12116,J12116
603,1,1,0,0,3.066667,2.225806,2.090909,0.135218,1.916667,2.262195,1.708278,5.4,J30258,J30258
604,1,1,0,1,2.533333,2.064516,1.590909,-0.569702,2.458333,2.023543,0.401628,4.6,J34141,J34141
605,1,1,0,0,2.5,2.032258,1.636364,-0.505618,1.666667,2.173913,1.224922,5.25,J35401,J35401
606,1,1,0,0,3.2,2.709677,2.545455,0.776053,1.583333,2.186669,1.294765,4.55,J46231,J46231
607,1,1,0,0,1.966667,1.870968,2.409091,0.583803,2.75,1.873016,-0.422528,4.6,J46401,J46401
608,1,1,0,0,3.033333,2.419355,1.5,-0.697869,2.458333,1.901639,-0.265811,5.1,K04389,K04389
609,1,1,0,0,3.066667,2.483871,2.045455,0.071134,2.583333,1.981719,0.172635,5.65,K51342,K51342
610,1,1,1,0,4.2,3.774194,1.545455,-0.633785,1.791667,1.954628,0.024308,4.35,K54395,K54395
611,1,1,0,0,3.633333,2.645161,2.363636,0.519719,2.15,1.912014,-0.209007,6.25,L31274,L31274
612,1,1,0,0,3.633333,2.83871,2.136364,0.199301,2.3,2.04023,0.49299,4.95,L49959,L49959
613,1,1,0,0,2.7,2.258065,3.909091,2.698561,2.7,2.216149,1.45617,4.75,M16320,M16320
