stim,sent,race,glasses,tattoos,trust,trust_2nd,afro,zAfro,attract,fWHR,zfWHR,maturity,DCNum,DCNum_MatchedControl
685,0,-1,0,0,3.47,2.2,5.2,-1.21,1.78,2.07,0.07,4.6,V06141,J19143
686,0,-1,0,0,1.84,3.17,5.85,-0.24,1.78,2.16,0.57,4.6,W08603,J33262
687,1,1,0,0,2.13,2.63,2.5,0.71,2.2,1.71,-1.3,5.15,N00676,N00676
688,1,1,1,0,1.56,2.4,3.5,2.12,2.2,2.35,2.17,5.35,N15968,N15968
689,1,1,0,0,2.16,2.87,1.9,-0.13,2.7,2.09,0.77,5.3,P31867,P31867
690,1,1,0,0,2.06,2.87,1.85,-0.2,2.25,2.04,0.46,4.55,Q09582,Q09582
691,1,1,0,0,2.19,3.03,2,0.01,2,2.06,0.6,4.6,Q13157,Q13157
692,1,1,0,1,1.94,2,2.3,0.43,1.9,2.25,1.62,5.7,Q23494,Q23494
693,1,1,0,0,2.13,2.63,2.55,0.78,2.1,1.91,-0.23,5.15,Q26629,Q26629
694,1,1,0,0,1.69,2.63,2.15,0.22,1.7,1.76,-1.02,6.5,R17262,R17262
695,1,1,0,0,2.16,3.1,1.45,-0.77,1.8,1.95,-0.01,6.65,R30302,R30302
696,1,1,0,0,2.97,3.37,2.5,0.71,2.55,1.9,-0.26,5,R74761,R74761
697,1,1,0,0,1.88,2.37,3.9,2.69,1.5,2.34,2.14,6.2,T28329,T28329
698,1,1,0,0,1.97,2.93,2.4,0.57,1.85,2.03,0.44,6.9,U13479,U13479
699,1,1,0,0,1.5,2.3,2.3,0.43,1.45,1.83,-0.66,6.8,U21898,U21898
700,1,1,0,0,1.97,2.97,1.5,-0.7,1.85,1.86,-0.49,6.45,U38267,U38267
701,1,1,0,0,1.91,2.67,2.25,0.36,2.5,1.79,-0.86,3.3,U41472,U41472
702,1,1,0,0,2.06,3.13,2.7,0.99,1.95,2.09,0.76,3.45,U44139,U44139
703,1,1,0,0,2.28,3.07,2.1,0.15,2.9,1.91,-0.21,5.45,V02093,V02093
704,1,1,0,0,1.72,2.23,2.1,0.15,1.95,2.25,1.62,5.75,V14470,V14470
705,1,1,0,0,2.5,3.17,2,0.01,2.6,2.03,0.46,3.3,V19522,V19522
706,1,1,0,0,2.5,2.87,1.35,-0.91,2.5,1.67,-1.51,6,V29754,V29754
707,1,1,0,0,2.47,2.67,4.95,4.17,2.35,2.1,0.83,4.45,V29877,V29877
708,1,1,0,0,2.53,2.97,1.75,-0.35,2.7,1.95,-0.03,5.4,X18736,X18736
709,1,1,0,0,2.25,2.83,2.85,1.21,2.1,2.31,1.99,4.1,X23653,X23653
710,1,1,0,0,1.91,2.63,2.3,0.43,1.9,2.04,0.52,5.85,X40969,X40969
711,1,1,0,0,1.75,2.5,2.4,0.57,2.4,1.92,-0.14,3.95,X50469,X50469
712,1,1,1,0,1.97,2.87,1.6,-0.56,1.85,1.97,0.12,4.05,Y01561,Y01561
713,1,1,1,0,2.75,3.77,1.6,-0.56,1.95,2.42,2.57,6.65,Y02046,Y02046
714,1,1,0,0,2.66,3.07,1.25,-1.05,2.5,2.06,0.6,6.15,Y32888,Y32888
715,0,1,0,0,2.66,3.3,1.6,-0.56,1.95,1.64,-1.72,5.95,A50783,R22569
716,0,1,0,0,2.31,3.87,4.55,3.6,2.45,2.04,0.48,5.25,B01376,114818
717,0,1,0,0,2.03,2.8,3.15,1.63,2.45,2.02,0.4,4.7,B01404,X30051
718,0,1,1,0,2.41,2.67,1.6,-0.56,1.65,1.87,-0.44,6.6,B02241,Y29703
719,0,1,0,0,1.94,2.23,3.45,2.05,2.55,1.99,0.23,5,B05700,124489
720,0,1,0,0,2.22,2.8,4.7,3.81,1.8,2.42,2.55,5.65,B06486,H14407
721,0,1,1,1,2.53,2.27,2.4,0.57,2.75,1.95,0.01,4.25,B07490,J24236
722,0,1,0,0,2.22,3.1,2.95,1.35,1.95,1.97,0.12,4.5,B07570,165749
723,0,1,0,0,2.63,3.47,2.2,0.29,1.6,1.97,0.12,6.1,B08006,28736
724,0,1,0,0,2.41,2.63,1.65,-0.49,2.45,2.09,0.78,4.3,B10299,617886
725,0,1,1,0,3,3.73,4.95,4.17,1.8,1.91,-0.25,6.3,B11326,575080
726,0,1,1,0,2.34,2.87,1.95,-0.06,1.75,1.74,-1.17,5.6,B12983,79831
727,0,1,1,0,2.13,3.07,1.9,-0.13,1.75,1.87,-0.43,6.5,C01002,521805
728,0,1,0,0,2.56,2.73,1.7,-0.42,3.45,1.85,-0.56,3.8,C01234,664840
729,0,1,1,0,2.59,2.77,2.15,0.22,2.35,1.7,-1.37,6,C02441,H41234
730,0,1,0,0,1.91,2.83,2.45,0.64,1.55,2.08,0.72,5.15,C02576,199197
731,0,1,0,0,2.81,2.53,1.4,-0.84,2.55,1.74,-1.14,5.75,C05161,C07552
732,0,1,0,0,1.94,1.7,1.8,-0.27,2.6,1.75,-1.09,5.35,C06380,B07490
733,0,1,0,0,2.53,1.6,1.85,-0.2,1.8,1.94,-0.05,5.85,C06874,P14141
734,0,1,0,0,2,3.77,2.6,0.85,1.8,2.39,2.43,3.1,C07835,M74799
735,0,1,0,0,2.84,2.4,1.8,-0.27,3.15,1.83,-0.67,5.6,D03354,566284
736,0,1,0,0,2,4.17,1.65,-0.49,2.05,2.16,1.14,5.95,D05761,T20318
737,0,1,0,0,1.91,1.9,1.35,-0.91,1.45,1.93,-0.11,6.4,D29735,166252
738,0,1,0,0,2.5,2.13,2.3,0.43,2,1.92,-0.17,4.9,D31423,J14923
739,0,1,0,0,2.88,3.1,1.8,-0.27,2.35,1.82,-0.7,4.15,E00270,H21339
740,0,1,1,0,2.22,2.7,3.15,1.63,1.8,2.4,2.45,4.65,E00936,U04861
741,0,1,0,0,1.91,3.9,2.5,0.71,1.9,1.92,-0.19,5.3,E02128,113013
742,0,1,0,0,2.47,3.6,1.85,-0.2,2.1,2.11,0.88,4.65,E13011,104443
