stim,sent,race,glasses,tattoos,trust,trust_2nd,afro,zAfro,attract,fWHR,zfWHR,maturity,DCNum,DCNum_MatchedControl
405,0,1,0,0,3.41,3.21,1.9,-0.13,1.95,1.94,-0.07,6.32,185455,303636
406,0,1,0,0,2.69,2.24,4.05,2.89,1.89,2.03,0.42,5.27,186087,804453
407,0,1,0,0,5.21,2.79,1,-1.4,2.11,1.59,-1.98,7.5,187288,R28641
408,0,1,1,0,3.28,2.34,1.24,-1.07,1.74,1.95,-0.02,3.59,190763,994455
409,0,1,0,0,2.07,2.62,2.43,0.61,1.53,1.92,-0.15,6.77,191168,166966
410,0,1,0,0,2.31,2.1,6.14,5.85,2.79,2.08,0.73,5.86,192944,S02515
411,0,1,0,0,1.93,3.07,2.71,1.01,2.84,1.74,-1.14,5.41,194355,513215
412,0,1,0,0,2.93,2.69,4.48,3.5,1.79,2.08,0.69,4.86,194410,96510
413,0,1,0,0,2.76,2.55,1.67,-0.46,1.89,1.6,-1.92,5.77,195297,94783
414,0,1,0,0,3.52,2.9,3,1.42,2.79,2.05,0.55,4.36,199141,105870
415,0,1,1,0,3.59,3.14,2.1,0.14,1.68,1.9,-0.27,5.68,199193,72492
416,0,1,0,0,2.48,2.62,1.9,-0.13,2.05,1.72,-1.26,6.41,210235,J53887
417,0,1,0,0,5.14,3.24,1.1,-1.27,2,1.6,-1.91,4.09,216317,813612
418,0,1,0,0,3.48,3.28,1.38,-0.87,2.16,1.8,-0.82,7.09,217290,Y02938
419,0,1,1,0,3.69,2,1.19,-1.13,2.5,1.66,-1.59,7.27,237271,59394
420,0,1,0,0,2.83,3.31,1.29,-1,2.08,1.63,-1.77,5.91,238402,646124
421,0,1,0,0,2.28,3.03,1.33,-0.93,1.96,1.69,-1.41,6.14,242444,124330
422,0,1,0,0,2.21,2.14,1.57,-0.6,1.96,1.94,-0.07,5.91,245917,987180
423,0,1,0,0,2.14,3.38,1.29,-1,2.17,1.65,-1.64,7.23,251322,X48129
424,0,1,1,0,3.21,3.55,1.38,-0.87,2.25,1.83,-0.66,6.23,265992,393409
425,0,1,0,0,3.45,2.72,1.62,-0.53,2.33,1.63,-1.74,6.14,268945,J52405
426,0,1,0,0,2.55,2.52,1.14,-1.2,2.33,1.92,-0.14,6.45,295638,U10810
427,0,1,0,0,2.17,3.03,1.38,-0.87,2.04,1.66,-1.61,6.36,297093,118061
428,0,1,0,0,2.14,2.93,1.52,-0.66,2.54,1.9,-0.29,5.91,331225,243749
429,0,1,0,0,2.24,2.83,1.71,-0.4,2.63,1.86,-0.52,6.77,353249,265992
430,0,1,1,0,2.83,3.24,1.86,-0.19,1.58,2.26,1.69,5.82,357061,917170
431,0,1,0,0,2.17,2.69,2.14,0.21,1.92,1.94,-0.08,6.91,383826,235126
432,0,1,0,0,4,2.38,1.62,-0.53,2.08,1.66,-1.6,7.23,393540,168873
433,1,-1,1,0,3.77,3.93,4.63,-2.06,1.73,1.82,-1.23,4,472846,472846
434,1,-1,0,0,3.27,3.14,6.84,1.24,1.53,2.13,0.4,3.86,490606,490606
435,1,-1,0,0,2.92,2.29,6.42,0.61,1.73,1.99,-0.35,4.71,490989,490989
436,1,-1,0,0,3.15,2.71,6.05,0.06,2.67,1.95,-0.52,4.9,516349,516349
437,1,-1,0,0,3.58,2.86,6.68,1,2.47,2.01,-0.23,3.95,535168,535168
438,1,-1,0,0,3.58,3.32,6.37,0.53,2.4,1.9,-0.82,5.52,550026,550026
439,1,-1,0,0,2.96,2.57,6.37,0.53,1.93,2.2,0.78,4.62,573461,573461
440,1,-1,0,0,3.12,2.86,6.32,0.45,1.8,1.99,-0.32,4.14,582127,582127
441,1,-1,0,0,3.92,3.21,6.11,0.14,2.47,2.27,1.12,5.19,645118,645118
442,1,-1,0,0,3.31,2.82,6.16,0.22,3.07,2.24,0.97,4.48,648254,648254
443,1,-1,1,0,4.12,3.89,5.84,-0.25,1.47,2.08,0.12,4.67,649748,649748
444,1,-1,0,0,2.77,2.32,5.95,-0.1,1.93,2.35,1.58,5.1,693504,693504
445,1,-1,1,0,3.65,3.04,6.68,1,2.4,2.07,0.1,4.57,699349,699349
446,1,-1,0,0,2.69,2.68,6.16,0.22,2.27,2.17,0.63,5.57,699893,699893
447,1,-1,1,0,3.42,2.86,5.32,-1.04,4.2,1.88,-0.9,4,707742,707742
448,1,-1,0,0,2.81,2.07,6.21,0.3,1.73,2.35,1.56,4,709795,709795
449,1,-1,1,0,3.15,2.93,6.84,1.24,1.53,2.52,2.45,4.62,751166,751166
450,1,-1,0,0,2.81,2.36,6.32,0.45,1.93,2.28,1.21,4.67,764970,764970
451,1,-1,1,0,3.58,3.39,6.53,0.77,2,1.99,-0.32,4.9,789049,789049
452,1,-1,0,0,3.65,3.07,7.16,1.71,2.73,1.92,-0.7,4.62,910610,910610
453,1,-1,0,0,3.31,2.79,6.79,1.16,1.87,2.03,-0.13,4.29,962032,962032
454,0,-1,0,0,3.69,2.82,6.16,0.22,3.07,1.96,-0.51,5.38,677952,193504
455,0,-1,0,0,2.58,2.86,6,-0.02,1.87,2.25,1.06,5,704007,89862
456,0,-1,0,0,3.54,3.64,6.42,0.61,2.2,2.31,1.33,4.29,706877,71508
457,0,-1,1,0,4.69,3.11,6.37,0.53,3.33,2.02,-0.2,3.48,707264,37515
458,0,-1,0,0,3.62,3.11,6.11,0.14,1.67,1.77,-1.5,4.1,710461,540231
459,0,-1,0,0,2.85,2.89,6.68,1,2.07,2.14,0.43,3.9,714362,326848
460,0,-1,0,0,3.23,2.46,6.63,0.93,1.93,1.87,-0.99,4.57,735432,M17486
461,0,-1,0,0,3.42,2.54,6.26,0.38,2.13,1.79,-1.41,5.76,749319,189260
462,0,-1,0,0,3.62,2.68,6.42,0.61,2.47,2.08,0.14,4.05,749537,84224
463,0,-1,0,0,3.38,2.29,5.63,-0.57,3.2,1.83,-1.17,5.38,778570,291281
464,0,-1,0,0,3.54,2.64,6.58,0.85,2.27,2.17,0.59,4.19,818055,297995
465,0,-1,0,0,3.15,2.75,6.42,0.61,2.13,2.16,0.57,5.43,828892,74562
466,0,-1,0,0,3.19,2.36,6.32,0.45,3.33,1.73,-1.72,6.52,840004,138861
467,0,-1,0,0,3.35,3.14,6.89,1.32,1.6,2.05,-0.01,5.76,867375,813148
468,0,-1,0,0,3.38,3.54,6.74,1.08,2.2,2.22,0.9,3.76,892880,181335
469,0,-1,0,0,3.19,2.46,6.21,0.3,2.13,2.21,0.82,3.43,899391,715473
470,0,-1,0,0,2.31,3.29,5.63,-0.57,2.67,2.33,1.44,3.24,962609,129325
471,0,-1,0,0,3.81,3,5.74,-0.41,3.6,1.86,-1.01,4.57,981420,567735
472,0,-1,0,0,3.19,3,6.11,0.14,2.2,2.09,0.17,3.9,B10895,482636
473,0,-1,0,0,2.85,3.18,6.16,0.22,2.53,2.12,0.38,3.95,C00076,77750
474,0,-1,0,0,3.46,2.82,5.37,-0.96,2.47,2.44,2.06,3.1,C04685,809075
475,1,1,1,0,2.65,2.82,1.89,-0.14,2.58,2,0.27,6,482638,482638
476,1,1,0,0,3.23,2.86,1.95,-0.07,2.71,2.16,1.13,5.67,494041,494041
477,1,1,0,0,3.08,3,1.89,-0.14,2.67,1.99,0.2,4.81,500914,500914
478,1,1,1,0,3.04,2.61,1.84,-0.22,1.96,1.77,-0.98,6.9,504430,504430
479,1,1,1,0,2.65,2.61,1.63,-0.51,2.29,2.06,0.58,5.43,512579,512579
480,1,1,1,0,4.08,3.36,1.84,-0.22,2.83,1.87,-0.42,5.62,519220,519220
481,1,1,0,0,2.65,2.93,1.95,-0.07,2.54,2.07,0.63,5.67,541170,541170
482,1,1,0,0,3.12,3.36,1.74,-0.36,2.17,2,0.25,5.86,554000,554000
483,1,1,0,0,2.65,1.96,2.74,1.05,2.08,2,0.27,5.43,567668,567668
484,1,1,0,0,2.35,2.43,2.16,0.23,3.04,1.75,-1.12,5.71,572349,572349
485,1,1,0,0,2.23,2.86,1.74,-0.36,2.33,1.8,-0.8,6.1,588873,588873
486,1,1,0,0,2.92,3.21,1.84,-0.22,3.21,2.26,1.69,4.38,610979,610979
487,1,1,0,0,2.81,2.46,2,0.01,2.17,2.06,0.62,5.86,616550,616550
488,1,1,0,0,3.04,2.79,2,0.01,3.08,1.85,-0.56,6.9,639131,639131
489,1,1,1,0,3.31,3.39,2,0.01,2.58,1.93,-0.09,5.67,640779,640779
490,1,1,0,0,2.85,2.64,1.63,-0.51,2.92,2.23,1.51,5.9,648711,648711
491,1,1,0,0,3.31,3,1.79,-0.29,2.67,1.78,-0.95,6,664697,664697
492,1,1,1,1,2.62,2.18,3.21,1.71,2.75,2.37,2.3,4.57,668630,668630
493,1,1,0,0,2.77,2.79,1.95,-0.07,1.92,2.09,0.78,5.43,684135,684135
494,1,1,0,0,2.88,2.75,2.16,0.23,2.5,2,0.29,5.48,713735,713735
495,1,1,0,0,2.69,2.46,1.89,-0.14,1.54,1.9,-0.29,6.1,716927,716927
496,1,1,0,0,2.69,2.64,2.42,0.6,2.29,1.99,0.2,5.9,721097,721097
497,1,1,0,0,2.77,2.75,1.84,-0.22,2.29,2.04,0.51,5.38,721842,721842
498,1,1,0,0,2.23,2.36,1.74,-0.36,2.79,1.92,-0.19,6.1,726848,726848
499,1,1,0,0,3.35,3.39,1.95,-0.07,2.88,2.01,0.33,5.05,729185,729185
500,1,1,0,0,2.62,2.68,1.89,-0.14,2.13,1.82,-0.7,6.24,749768,749768
501,1,1,0,0,2.5,2.21,2.05,0.08,2.67,2.02,0.4,4.38,752320,752320
502,1,1,1,0,2.73,2.75,2.53,0.75,1.92,2.03,0.42,6,763722,763722
503,1,1,0,0,2.92,2.71,2.53,0.75,1.83,1.99,0.23,4.86,768915,768915
504,1,1,0,0,3.12,2.71,2.05,0.08,2.08,1.8,-0.81,5.33,801152,801152
505,1,1,0,0,2.85,2.82,1.89,-0.14,1.79,1.84,-0.6,4.43,812974,812974
506,1,1,0,0,2.69,2.39,2.37,0.53,1.67,1.87,-0.41,6.76,890793,890793
507,1,1,0,0,2.65,2.25,1.58,-0.59,1.42,2.21,1.4,5.05,898522,898522
508,0,1,0,0,3.23,3.25,2.21,0.3,2,1.87,-0.46,5.38,419632,97000
509,0,1,0,0,2.38,3.36,3.05,1.49,1.63,1.76,-1.02,6.76,433395,185243
510,0,1,0,0,2.5,3.57,1.63,-0.51,1.63,2.2,1.38,5.33,464128,94260
511,0,1,1,0,3.23,2.89,1.63,-0.51,2.17,1.86,-0.48,7.19,467583,13568
512,0,1,0,0,3.35,2.21,2.53,0.75,2.04,1.97,0.14,6.19,474101,106047
513,0,1,0,0,3.38,2.43,2.63,0.9,2.42,1.8,-0.81,6,475052,128087
514,0,1,0,0,2.77,1.89,1.89,-0.14,1.46,2.13,1,5.9,476234,E03861
515,0,1,0,0,2.5,2.75,2.68,0.97,2.92,1.56,-2.14,5.9,479916,82603
516,0,1,0,0,2.85,2.82,2.37,0.53,1.71,1.78,-0.91,6.19,481082,R04590
517,0,1,0,0,2.77,2.79,1.95,-0.07,2.17,1.96,0.03,6.76,489677,962215
518,0,1,1,0,2.46,2.5,1.63,-0.51,1.88,2.13,0.96,5.43,494938,97358
519,0,1,0,0,3,2.18,1.95,-0.07,2.08,2.36,2.26,5.86,501831,D20222
520,0,1,0,0,3.5,2.39,2.16,0.23,2.33,1.74,-1.17,5.86,507173,T34721
521,0,1,1,0,3.15,2.29,1.63,-0.51,3.38,1.93,-0.13,6.67,525414,31072
522,0,1,0,0,2.96,3.32,1.84,-0.22,2.04,2.04,0.52,5.29,535665,105889
523,0,1,0,0,3,2.57,2,0.01,1.75,2.02,0.37,3.62,537539,235687
524,0,1,0,0,2.81,2.86,1.68,-0.44,2,1.93,-0.1,6.24,538979,124153
525,0,1,0,0,3.08,2.21,1.84,-0.22,2.25,1.89,-0.35,6.9,561314,J18821
526,0,1,0,0,2.04,4.36,2.05,0.08,3.04,1.92,-0.15,6.81,568570,216317
527,0,1,0,0,3.35,2.75,1.95,-0.07,1.75,1.82,-0.69,5.9,578220,571177
528,0,1,0,0,2.62,4.46,1.84,-0.22,2,2.18,1.24,5.95,580812,181895
529,0,1,0,0,3.69,2.57,2,0.01,2.42,2.13,1,5.9,601137,929924
530,0,1,0,0,2.96,2.64,1.95,-0.07,2.79,2.04,0.51,5.9,612063,64623
531,0,1,0,0,2.15,2.75,2.84,1.19,1.83,2.13,0.97,4.9,615791,167511
532,0,1,0,0,3.35,2.79,2.47,0.67,3.13,1.87,-0.42,5.57,671759,92931
533,0,1,0,0,3.04,2.86,2,0.01,1.46,2.22,1.49,5.1,693198,135271
534,0,1,0,0,2.69,4.32,1.68,-0.44,2.04,1.91,-0.24,6.1,695895,103964
535,0,1,0,0,3.15,2.68,2.16,0.23,2.04,1.67,-1.52,5.86,698386,132571
536,0,1,0,0,3.12,2.64,4.47,3.49,1.42,2.13,0.99,4.48,706963,169307
537,0,1,0,0,2.85,2.39,3,1.42,2.25,1.72,-1.27,6.19,721819,963022
538,0,1,0,0,2.81,2.82,2.32,0.45,1.63,2.32,2,5.38,722741,P08260
539,0,1,0,0,3.62,2.79,1.95,-0.07,1.83,2.12,0.95,5.33,745804,38270
540,0,1,0,0,3.69,2.39,1.79,-0.29,2.42,1.97,0.09,4.76,763164,781351
541,1,-1,0,0,2.8,2.84,6.55,0.8,1.8,2.29,1.25,5.6,973885,973885
542,1,-1,0,0,2.87,2.65,6.68,1,1.73,1.97,-0.46,5.7,977097,977097
543,1,-1,0,0,2.53,2.29,6.5,0.73,2.73,2.19,0.73,6.1,990054,990054
544,1,-1,1,0,3.73,3.39,6.73,1.07,1.67,2.37,1.67,3.9,992634,992634
545,1,-1,0,0,3.23,2.45,5.32,-1.04,2,2.15,0.54,5.4,996584,996584
546,1,-1,0,0,3.13,2.81,6.41,0.59,2.67,1.99,-0.33,3.75,D30662,D30662
547,1,-1,0,0,2.93,2.39,6.73,1.07,1.72,2.05,-0.01,4.15,E34418,E34418
548,1,-1,0,0,2.77,2.19,6.95,1.41,1.67,2.16,0.54,5.25,H10118,H10118
549,1,-1,1,0,3.97,3.81,6.5,0.73,2.22,1.88,-0.92,6.55,H12548,H12548
550,1,-1,0,0,3.57,2.74,7,1.48,2.72,2.22,0.86,4.2,H13715,H13715
551,1,-1,0,0,3.7,3.32,6.64,0.93,2.67,2.18,0.67,4.65,H27248,H27248
552,1,-1,0,0,2.13,2.42,6.14,0.19,1.56,2.13,0.41,4.6,J01369,J01369
553,1,-1,0,0,2.9,2.39,6.09,0.12,2.33,2.25,1.02,4.45,J03479,J03479
554,1,-1,0,0,2.7,2.32,6.64,0.93,3.39,2.08,0.12,5.6,J08118,J08118
555,1,-1,0,0,2.8,2.35,6.36,0.53,2.39,1.93,-0.66,4.75,J18546,J18546
556,1,-1,0,0,3.03,2.52,6.18,0.25,1.56,2.33,1.47,5.1,J19087,J19087
557,1,-1,0,0,3.1,3.39,6.41,0.59,2.72,2.11,0.31,4.85,J25731,J25731
558,1,-1,0,0,2.73,2.39,4.77,-1.85,1.83,2.4,1.81,4.45,J29603,J29603
559,1,-1,0,0,3.27,2.97,6.09,0.12,2.5,2.01,-0.21,4.05,J29642,J29642
560,1,-1,1,0,4,3.68,5.55,-0.7,2.72,1.79,-1.36,5,J30192,J30192
561,1,-1,0,0,3.07,2.87,6.64,0.93,2.61,2.16,0.56,4,J40512,J40512
562,0,-1,0,0,2.93,3.06,7.05,1.54,1.72,2.06,0.01,4.3,C05253,704007
563,0,-1,0,0,2.83,2.42,5.95,-0.09,1.89,2.25,1.04,5.05,D37377,V03090
564,0,-1,0,0,3.43,2.74,6.45,0.66,2.61,1.89,-0.87,3.85,E29738,710461
565,0,-1,0,0,2.97,2.71,6.45,0.66,1.94,2.01,-0.24,4.95,I05362,262009
566,0,-1,0,0,3.43,3.42,7.14,1.68,1.94,2.24,0.98,3.8,J19143,314377
567,0,-1,0,0,3.2,2.1,6.45,0.66,2.56,1.9,-0.8,5.9,J31101,D37377
568,0,-1,0,0,3.23,2.81,6.73,1.07,2.22,2.24,0.99,5.2,J33262,N23941
569,0,-1,0,0,3.1,2.45,6.86,1.27,2.11,2.32,1.4,3.5,J42039,C00076
570,0,-1,0,0,3.73,3.32,6.82,1.2,2.44,2.31,1.33,3.8,J44578,205901
571,0,-1,0,0,3,2.84,6.68,1,2.28,2.05,0,4.15,J46718,X12105
572,0,-1,0,0,3.33,2.06,5.09,-1.38,1.72,2.13,0.39,4.45,K08941, T20383
573,0,-1,0,0,2.43,2.52,6.64,0.93,2.22,1.97,-0.46,5.9,L23877,M05380
574,0,-1,1,1,3.6,3.23,6.14,0.19,1.83,2.28,1.2,3.9,L60155,L60155
575,0,-1,0,0,2.9,2.32,4.91,-1.65,2.22,2.09,0.21,6.8,L93141,46920
576,0,-1,0,0,2.97,2.74,6.95,1.41,2.78,1.98,-0.39,4.05,L93999,T45536
577,0,-1,0,0,2.97,2.84,6.09,0.12,2.06,2.4,1.81,4.55,M05380,139748
578,0,-1,0,0,3.27,2.52,5.77,-0.36,1.33,1.69,-1.93,5.65,M09499,X39530
579,0,-1,0,0,3.1,2.58,7.09,1.61,2.94,2.27,1.15,4.85,M11269,781113
580,0,-1,0,0,2.83,3.1,6.77,1.14,1.94,1.93,-0.65,6.15,M12748,148425
581,0,-1,0,0,2.9,2.74,6.95,1.41,2.06,2.27,1.12,5.1,M22617,80261
582,0,-1,0,0,4.27,2.61,6,-0.02,2.22,1.87,-0.99,6.2,M78270,P46935
583,1,1,1,0,2.97,2.48,1.73,-0.38,2.5,2.05,0.56,6.2,899500,899500
584,1,1,1,0,3.37,2.55,1.86,-0.19,2.71,2.03,0.42,5.05,905288,905288
585,1,1,1,0,2.73,2.29,1.41,-0.83,1.58,2.05,0.53,6.35,911193,911193
586,1,1,0,0,2.3,2,1.59,-0.57,2.17,1.75,-1.08,6.85,914949,914949
587,1,1,0,0,2.7,2.19,1.36,-0.89,1.58,2.23,1.53,6.95,927442,927442
588,1,1,0,0,2.8,2.19,2.05,0.07,1.75,2.27,1.76,6.45,936283,936283
589,1,1,0,0,2.8,2.06,2,0.01,2.38,1.85,-0.54,6.7,941687,941687
590,1,1,1,0,2.43,1.87,1.5,-0.7,2,2.06,0.62,6.5,969121,969121
591,1,1,0,0,3.87,2.9,1.86,-0.19,1.83,2.03,0.43,4.7,989102,989102
592,1,1,0,0,2.53,2.19,1.95,-0.06,2,2.05,0.57,5.55,991988,991988
593,1,1,0,0,2.6,2.1,2.41,0.58,2,1.77,-1,6.2,D35843,D35843
594,1,1,1,0,2.47,1.71,1.73,-0.38,2.21,2.32,2.05,6.25,D40377,D40377
595,1,1,0,0,4.03,3.1,2.23,0.33,1.71,2.11,0.89,4.8,E02957,E02957
596,1,1,0,0,3.27,2.42,1.55,-0.63,1.96,1.92,-0.18,6.6,E08942,E08942
597,1,1,0,0,3.03,2.29,1.73,-0.38,1.63,1.79,-0.9,6.45,E11617,E11617
598,1,1,0,0,3.17,2.52,1.77,-0.31,1.79,2.23,1.52,4.05,E20773,E20773
599,1,1,0,0,3.33,2.19,1.59,-0.57,2.38,2.37,2.29,5.55,H06832,H06832
600,1,1,0,0,2.87,2.32,2.32,0.46,3.38,2.07,0.65,5.85,H17413,H17413
601,1,1,0,0,4.07,3.29,1.55,-0.63,1.67,1.87,-0.43,4.15,H23012,H23012
602,1,1,0,0,3.03,2.13,2.59,0.84,2.13,2.08,0.72,6.6,J12116,J12116
603,1,1,0,0,3.07,2.23,2.09,0.14,1.92,2.26,1.71,5.4,J30258,J30258
604,1,1,0,1,2.53,2.06,1.59,-0.57,2.46,2.02,0.4,4.6,J34141,J34141
605,1,1,0,0,2.5,2.03,1.64,-0.51,1.67,2.17,1.22,5.25,J35401,J35401
606,1,1,0,0,3.2,2.71,2.55,0.78,1.58,2.19,1.29,4.55,J46231,J46231
607,1,1,0,0,1.97,1.87,2.41,0.58,2.75,1.87,-0.42,4.6,J46401,J46401
608,1,1,0,0,3.03,2.42,1.5,-0.7,2.46,1.9,-0.27,5.1,K04389,K04389
609,1,1,0,0,3.07,2.48,2.05,0.07,2.58,1.98,0.17,5.65,K51342,K51342
610,1,1,1,0,4.2,3.77,1.55,-0.63,1.79,1.95,0.02,4.35,K54395,K54395
611,1,1,0,0,3.63,2.65,2.36,0.52,2.15,1.91,-0.21,6.25,L31274,L31274
612,1,1,0,0,3.63,2.84,2.14,0.2,2.3,2.04,0.49,4.95,L49959,L49959
613,1,1,0,0,2.7,2.26,3.91,2.7,2.7,2.22,1.46,4.75,M16320,M16320
614,1,1,0,0,2.63,2.26,3.86,2.63,2.55,1.79,-0.88,6.55,M16321,M16321
615,1,1,0,0,2.63,2.16,2.36,0.52,2.1,1.84,-0.61,6.15,M25274,M25274
616,0,1,0,0,1.83,2.65,1.55,-0.63,1.95,2.27,1.77,6.9,765066,92504
617,0,1,0,0,3.33,3.26,1.59,-0.57,2.45,2.09,0.77,5.45,767816,B01827
618,0,1,0,0,2.53,2.81,1.86,-0.19,2.8,1.81,-0.79,6.65,769412,36465
619,0,1,0,0,2.53,2.42,3,1.42,2.5,1.9,-0.27,6.55,772307,54904
620,0,1,1,0,3.57,2.68,1.82,-0.25,2.3,2.11,0.87,6.5,773461,38846
621,0,1,0,0,3.2,2.61,1.41,-0.83,2.95,2.02,0.37,6.25,779739,94101
622,0,1,0,0,2.8,2.23,2.36,0.52,1.7,1.98,0.16,5.6,781351,125893
623,0,1,0,0,2.23,2.19,2.45,0.65,2.35,1.74,-1.18,6.8,792154,593240
624,0,1,0,0,3.37,2.23,1.77,-0.31,2.3,1.82,-0.71,6.35,792679,V21769
625,0,1,1,0,2.67,2.71,2.73,1.03,2.8,1.83,-0.68,7,801507,199141
626,0,1,0,0,2.97,2.94,1.27,-1.02,2.45,1.95,0.01,6.9,822695,304994
627,0,1,0,0,3.5,2.68,1.5,-0.7,2.65,2.22,1.47,6,835351,111447
628,0,1,0,0,4.1,2.71,1.55,-0.63,2.7,1.8,-0.81,6.8,856391,X15553
629,0,1,0,0,2.8,2.81,1.77,-0.31,2.5,1.84,-0.61,6.8,864205,848161
630,0,1,0,0,3.17,3.52,3.77,2.51,2.05,1.79,-0.85,6.05,868190,168873
631,0,1,1,0,3.5,2.48,1.55,-0.63,2.8,1.85,-0.53,6.95,885519,W45311
632,0,1,1,0,2.57,2.42,1.45,-0.76,2.6,1.98,0.16,5.6,895669,V12797
633,0,1,1,0,2.77,2.16,1.95,-0.06,2.9,1.91,-0.19,6.45,909310,V05687
634,0,1,0,0,2.63,2.48,1.64,-0.51,3.05,1.87,-0.45,6.6,914886,J48047
635,0,1,0,0,3.17,2.61,1.36,-0.89,2.6,1.75,-1.11,7.05,920462,138063
636,0,1,0,0,2.67,2.13,1.73,-0.38,2,2.03,0.45,5.55,921424,Q13830
637,0,1,0,0,3.43,3.06,1.18,-1.15,2.35,1.73,-1.22,6.85,930959,M80683
638,0,1,0,0,4.17,2.16,1.32,-0.95,2.95,2.06,0.61,5.4,937428,C01234
639,0,1,0,0,2.77,1.77,1.59,-0.57,2.55,1.94,-0.08,7,945864,R79463
640,0,1,0,0,2.9,3.26,2.09,0.14,2.85,1.71,-1.29,5.6,958297,A50419
641,0,1,1,0,2.9,4.32,1.36,-0.89,2.15,1.98,0.14,6.65,958895,R21358
642,0,1,0,0,2.53,3.19,4.5,3.53,2.2,1.91,-0.21,6.1,961798,L52574
643,0,1,0,0,2.1,2.87,1.5,-0.7,1.6,1.76,-1.05,7.15,975607,861639
644,0,1,0,0,1.93,2.26,1.36,-0.89,2.75,2.13,0.98,6.3,987162,187155
645,0,1,0,0,3.83,2.03,1.82,-0.25,2.35,2.01,0.34,4.55,987180,W01403
646,0,1,0,0,2.9,2.84,1.59,-0.57,2.4,1.98,0.14,5.75,994455,P03417
647,0,1,0,0,3.03,2.81,3.05,1.48,2.7,1.98,0.17,6.25,995712,285154
648,0,1,0,0,2.83,4.06,2,0.01,2.7,2.19,1.33,6.5,A50647,B09459
649,1,-1,0,0,2.63,3.27,6.45,0.65,2.5,2.25,1.05,4,J44119,J44119
650,1,-1,0,0,2.13,2.77,6.35,0.51,2.44,2.14,0.43,4.65,L31022,L31022
651,1,-1,0,0,2.69,3,6.35,0.51,2.11,2.5,2.33,4.1,L36345,L36345
652,1,-1,0,0,2.31,2.73,6.2,0.28,2.39,2.12,0.37,4.85,M03128,M03128
653,1,-1,0,0,2.31,2.53,6.45,0.65,2.89,1.83,-1.19,4.55,N08206,N08206
654,1,-1,0,0,2.5,2.87,6,-0.02,2.72,1.79,-1.39,5.05,P01395,P01395
655,1,-1,1,0,2.53,3.53,6.55,0.8,1.5,1.99,-0.31,5.15,P36814,P36814
656,1,-1,0,0,2.53,3.07,5,-1.51,2.33,2.22,0.87,4,R05023,R05023
657,1,-1,0,0,2.72,3.23,6.5,0.73,3.22,1.81,-1.27,4.2,R17884,R17884
658,1,-1,0,0,2.19,3.03,5.8,-0.32,2.5,2.14,0.48,4.5,T36280,T36280
659,1,-1,0,0,2.72,3.27,5.6,-0.61,2.89,2.13,0.4,4.75,U11648,U11648
660,1,-1,0,0,2.25,2.93,5.9,-0.17,2.78,2.19,0.73,3.55,U33164,U33164
661,1,-1,0,0,2.44,3.03,6.15,0.21,1.67,2.15,0.5,4.35,V01514,V01514
662,1,-1,0,0,2.44,3.2,5.95,-0.09,3,1.85,-1.08,4.25,V25581,V25581
663,1,-1,0,0,2.16,3.23,6.65,0.95,2,2.18,0.65,4.2,V26165,V26165
664,1,-1,0,0,2.47,3.4,4.3,-2.56,1.94,2.12,0.34,4.6,W08567,W08567
665,1,-1,0,0,2.91,3.6,5.9,-0.17,2.56,1.99,-0.31,3.85,X06883,X06883
666,1,-1,0,0,2.81,3.43,5.65,-0.54,2.5,1.89,-0.85,4.4,X33939,X33939
667,1,-1,0,0,2.75,3.33,5.85,-0.24,2.39,1.82,-1.26,4.25,X45131,X45131
668,0,-1,0,0,2.28,3.3,4.4,-2.41,1.67,1.98,-0.41,4.65,N00926,M80629
669,0,-1,0,0,2.5,3.33,5.85,-0.24,2.39,2.42,1.94,2.95,P46935,472575
670,0,-1,0,0,2.75,3,6.25,0.36,2.39,2.06,0.02,5,Q05827,B04103
671,0,-1,0,0,2.59,3.4,5.55,-0.69,3.94,2.01,-0.21,4.6,Q12445,C09545
672,0,-1,0,0,3.13,2.97,5.95,-0.09,1.56,1.84,-1.15,4.35,R13103,P02429
673,0,-1,0,0,3.06,3.13,5.6,-0.61,1.89,2.03,-0.13,3.35,R15350,M11269
674,0,-1,0,0,2.19,2.4,5.8,-0.32,2.44,2.12,0.33,4.6,R17904,387207
675,0,-1,0,0,2.63,3.37,5.9,-0.17,1.94,1.6,-2.4,4.85,S02225,N15021
676,0,-1,0,0,3.09,3.43,5.8,-0.32,2.78,2.05,-0.01,3.7,S22926,125785
677,0,-1,0,0,2.53,2.87,6.25,0.36,2.67,2.24,0.97,3.75,S32269,114342
678,0,-1,0,0,2.44,3.53,6.45,0.65,2.39,2,-0.3,4.55,T12759,Y08089
679,0,-1,0,0,2.22,2.43,5,-1.51,3.72,1.99,-0.33,4.9,T14695,H32319
680,0,-1,0,0,2.28,3.57,5.7,-0.47,3.11,2.39,1.76,4.8,T20383,126345
681,0,-1,0,1,1.69,3.2,5.5,-0.76,2.33,2.06,0.06,4.75,T28302,X48882
682,0,-1,0,0,3.66,2.83,5.4,-0.91,1.94,2.09,0.18,3.25,T41896,J30031
683,0,-1,0,0,2.69,2.87,6.8,1.18,2.89,2.44,2.02,4.4,T45536,191627
684,0,-1,0,0,2.53,3.33,6.7,1.03,2.28,1.89,-0.86,4.1,V03090,130288
